file_id	year	language	title	given_name	surname
10.2307_106223.xml	1777 	eng 	Front Matter 		
10.2307_106224.xml	1777 	eng 	An Account of a Woman in the Shire of Ross Living without Food or Drink. By Dr. Mackenzie, Physician at New Tarbat. Communicated by the Right Honourable James Stewart Mackenzie, Lord Privy Seal of Scotland 	James Stewart Alex William John Hugh Simon 	Mackenzie Mackenzie Smith Barclay Ross Ross 
10.2307_106225.xml	1777 	eng 	On the Usefulness of Washing and Rubbing the Stems of Trees, to Promote Their Annual Increase. In an Extract of a Letter from Mr. Marsham to the Lord Bishop of Bath and Wells 		
10.2307_106226.xml	1777 	eng 	Discoveries on the Sex of Bees, Explaining the Manner in Which Their Species is Propagated; With an Account of the Utility That May Be Derived from Those Discoveries by the Actual Application of Them to Practice. By Mr. John Debraw, Apothecary to Addenbrook's Hospital at Cambridge, and Member of an Oeconomical Society in the Principality of Liege in Westphalia. Communicated by the Rev. Nevil Maskelyne, B. D. F. R. S. and Astronomer Royal 	John Nevil 	Debraw Maskelyne 
10.2307_106227.xml	1777 	eng 	An Account of a Portrait of Copernicus, Presented to the Royal Society by Dr. Wolf of Dantzick: Extracted from a Letter of His to Mr. Magellan, F. R. S. 		
10.2307_106228.xml	1777 	eng 	An Account of a Journey into Africa from the Cape of Good-Hope, and a Description of a New Species of Cuckow. By Dr. Andreas Sparrman, of the Royal Academy of Stockholm, in a Letter to Dr. John Reinhold Forster, F. R. S. 	Andreas 	Sparrman 
10.2307_106229.xml	1777 	eng 	An Account of Some New Electrical Experiments. By Mr. Tiberius Cavallo: Communicated by Mr. Henley, F. R. S. 	Tiberius 	Cavallo 
10.2307_106231.xml	1777 	eng 	Experiments and Observations in Electricity. By Mr. William Henly, F. R. S. 	William Tiberius 	Henly Cavallo 
10.2307_106232.xml	1777 	eng 	Extract of a Letter from John Strange, Esquire, His Majesty's Resident at Venice, to Sir John Pringle, Bart. P. R. S.: With a Letter to Mr. Strange from the Abbe Joseph Toaldo, Professor in the University of Padua, &c. Giving an Account of the Tides in the Adriatic 	John Joseph 	Strange Toaldo 
10.2307_106233.xml	1777 	lat 	A Letter from Mr. Peter Wargentin, F. R. S. Secretary to the Royal Academy of Sciences at Stockholm, to the Rev. Nevil Maskelyne, B. D. F. R. S. and Astronomer Royal; Concerning the Difference of Longitude of the Royal Observatories at Paris and Greenwich, Resulting from the Eclipses of Jupiter's First Satellites, Observed during the Last Ten Years: To Which is Added, a Comparative Table of the corresponding Observations of the First Satellite, Made in the Principal Observatories 	Peter 	Wargentin 
10.2307_106234.xml	1777 	eng 	A Method of Finding the Value of an Infinite Series of Decreasing Quantities of a Certain Form, When It Converges Too Slowly to Be Summed in the Common Way by the Mere Computation and Addition or Subtraction of Some of Its Initial Terms. By Francis Maseres, Esquire, F. R. S. Cursitor Baron of the Exchequer 	Francis 	Maseres 
10.2307_106235.xml	1777 	eng 	Translation of a Passage in Ebn Younes; With Some Remarks Thereon: In a Letter from the Rev. George Costard, M. A. Vicar of Twickenham, to the Rev. Samuel Horsley, LL.D. Sec. R. S. 	George 	Costard 
10.2307_106236.xml	1777 	eng 	Observations on the Annual Evaporation at Liverpool in Lancashire; And on Evaporation Considered as a Test of the Moisture or Dryness of the Atmosphere. By Dr. Dobson of Liverpool. Communicated by John Fothergill, M. D. F. R. S. 	John 	Fothergill 
