file_id	year	language	title	given_name	surname
10.2307_100912.xml	1672 	eng 	Front Matter 		
10.2307_100913.xml	1672 	eng 	Epistle Dedicatory 	Henry 	Oldenburg 
10.2307_100914.xml	1672 	eng 	A Preface to the Eighth Year 		
10.2307_100915.xml	1672 	eng 	An Accompt of a New Catadioptrical Telescope Invented by Mr. Newton, Fellow of the R. Society, and Professor of the Mathematiques in the University of Cambridge 		
10.2307_100916.xml	1672 	lat 	Epitome Binae Methodi Tangentium Doctoris Johannis Wallisii Geom. Prof. Saviliani Oxoniae; Alias Fusius & Explicatius Ab Ipso Traditae, Hic Vero Ob Angustiam Loci Compendifactae: In Quarum Schematismis Si Forsan Literae Quaedam Redundaverint, Illae Ad Ea Pertinere Censendae Sunt, Quae in Ampliori Ejusdem Scripto Continentur, Hic Vero Dicta de Causa Omittantur 	Johannis Johannes 	Wallisii Wallis 
10.2307_100917.xml	1672 	eng 	Extract of a Letter of Monsieur Hevelius from Dantzick Written to the Publisher in Latin, March 9. (st. Nov.) 1672; Giving Some Accompt of a New Comet, Lately Seen in That Country: Englished as Followeth 	Monsieur 	Hevelius 
10.2307_100918.xml	1672 	eng 	An Account of What Hath Been of Late Observed by Dr. Kerkringius Concerning Eggs to be Found in All Sorts of Females 		
10.2307_100919.xml	1672 	eng 	An Accompt of Some Books 	Rob Nathan D. Thomas Caroli 	Morison Hodges Sherley Claromontii 
10.2307_100920.xml	1672 	eng 	Errata 		
10.2307_100921.xml	1672 	eng 	Mr. Newton's Letter to the Publisher of March 26. 1672. Containing Some More Suggestions about His New Telescope, and a Table of Apertures and Charges for the Several Lengths of That Instrument 		
10.2307_100922.xml	1672 	eng 	An Extract of Another Letter of the Same to the Publisher, Dated March 30. 1672. by Way of Answer to Some Objection, Made by an Ingenious French Philosopher to the New Reflecting Telescope 		
10.2307_100923.xml	1672 	lat 	Observationes Jovis ad duas Fixas Transeuntis, Derbia Anglorum Habitae Mensibus Febr. & Martii A. 1671/72 St. Veteri a Joh. Flamstead 	Joh 	Flamstead 
10.2307_100924.xml	1672 	eng 	A Relation of the Return of a Great Permanent Spot in the Planet Jupiter, Observed by Signor Cassini, One of the Royal Parisian Academy of the Sciences 	Signor 	Cassini 
10.2307_100925.xml	1672 	eng 	Observations of a New Comet, Made at Paris in the Royal Observatory by Signor Cassini 	Signor 	Cassini 
10.2307_100926.xml	1672 	eng 	An Account of Some Books 	Alexan Regneri 	Marchetti de Graaf 
10.2307_100927.xml	1672 	eng 	Advertisement 		
10.2307_100928.xml	1672 	eng 	Errata 		
10.2307_100929.xml	1672 	eng 	Mr. Isaac Newton's Considerations upon Part of a Letter of Monsuur de Berce Printed in the Eight French Memoire, Concerning the Cata-Drioptrical Telescope, Pretended to be Improv'd and Refined by M. Cassegrain 	Isaac M. 	Newton Cassegrain 
10.2307_100930.xml	1672 	eng 	Some Experiments Propos'd in Relation to Mr. Newtons Theory of Light, Printed in Numb. 80; Together with the Observations Made Thereupon by the Author of That Theory; Communicated in a Letter of His from Cambridge, April 13. 1672 		
10.2307_100931.xml	1672 	eng 	An Account of a Stone Cut Out from under the Tongue of a Man; Lately Sent in a Letter of Mr. Lifters to His Grace the Lord Arch-Bishop of York 		
10.2307_100932.xml	1672 	eng 	An Extract of a Letter of the Same Mr. Lister, Written from York April 12. 1672. Concerning Animated Horse-Hairs; Rectifying a Vulgar Error 		
10.2307_100933.xml	1672 	eng 	An Extract of a Letter, Written March 5. 1672 by Dr. Thomas Cornelio, a Neapolitan Philosopher and Physician, to John Dodington Esquire, His Majesties Resident at Venice; Concerning Some Observations Made of Persons Pretending to be Stung by Tarantula's: Englisb'd Out of the Italian 	Thomas 	Cornelio 
